0319,HKD,10000
0808,HKD,4000
1023,HKD,11000
2380,HKD,8000
2778,HKD,6000
2800,HKD,1000
3336,HKD,10000
3380,HKD,8000
4231,HKD,4400
1426,HKD,8000
1359,HKD,9000
1071,HKD,8000
